person_id,dynasty_id,dynasty_name,sub_branch,full_name_original,short_name,kunya,nasab,laqab,title,role,reign_start_hijri,reign_end_hijri,reign_start_ce,reign_end_ce,death_date_hijri,death_date_ce,death_type,parent_tribe,region,predecessor_ruler,successor_ruler,relationship_to_prev,notes,historical_period,religious_detail,reign_duration_years,reign_order,death_category,geographic_zone,ethnic_tags,governance_detail,capital_lat,capital_lon,century_active,is_founder,is_last_ruler,succession_type
42-003,42,Ziyâdîler,,Ibrāhīm or 'Abdallāh b. 'Abdallāh,İbrâhîm/Abdullah,,b. 'Abdallāh,,Amīr,Emir,402,409,1012,1018,,,,Arap,Zebîd,'Abdallāh,— (Necâhîler),,Son Ziyâdî; kukla; güç köle vezirlere geçti,Erken Abbâsî,Sünnî Şâfiî,6,3,Bilinmiyor,Arap Yarımadası,Arap,Vasal Devlet,14.2,43.32,11,Hayır,Evet,
43-001,43,Yu'firîler,,Yu'fir b. 'Abd al-Rahmān al-Hiwālī al-Himyarī,Yu'fir,,b. 'Abd al-Rahmān,,Amīr,Emir,232,258,847,872,,,,Himyerî,San'a/Cenad,—,Muhammad,—,Kurucu; Yemen yaylasında ilk yerel hanedan,Erken Abbâsî,Sünnî Şâfiî,25,1,Bilinmiyor,Arap Yarımadası,Arap,Vasal Devlet,15.35,44.21,9,Evet,Hayır,Kurucu
43-002,43,Yu'firîler,,"As'ad b. Ibrāhīm, Abū Hassan",Es'ad,Abū Hassan,b. Ibrāhīm,,Amīr,Emir,c. 285,332,c. 898,944,,,,Himyerî,San'a,(karışıklık dönemi),Muhammad b. Ibrāhīm,,İki saltanat; istikrar dönemi,Erken Abbâsî,Sünnî Şâfiî,46,2,Bilinmiyor,Arap Yarımadası,Arap,Vasal Devlet,15.35,44.21,10,Hayır,Hayır,
43-003,43,Yu'firîler,,'Abdallāh b. Qahtān,Abdullah b. Kahtân,,b. Qahtān,,Amīr,Emir,344,387,955,997,,,,Himyerî,San'a,Muhammad b. Ibrāhīm,— (küçük beyler),,Son Yu'firî; iktidarı tartışmalı; 387/997 sonra yerel küçük beyler,Erken Abbâsî,Sünnî Şâfiî,42,3,Bilinmiyor,Arap Yarımadası,Arap,Vasal Devlet,15.35,44.21,10,Hayır,Evet,
44-001,44,Necâhîler,,"Najāh, al-Mu'ayyad Nāsir al-Dīn",Necâh,,,al-Mu'ayyad Nāsir al-Dīn,Sultān,Sultan,412,c. 452,1022,c. 1060,,,,Habeşli (köle),Zebîd,— (Ziyâdî köle vezirleri),Sa'īd,—,Kurucu; Ziyâdî köle vezirlerinden biri; rakibini öldürüp bağımsız,Selçuklu Çağı,Sünnî Şâfiî,38,1,Bilinmiyor,Arap Yarımadası,Karışık/Bilinmeyen,Gulâm/Köle Hanedanı,14.2,43.32,11,Evet,Hayır,Kurucu
44-002,44,Necâhîler,,"Sa'īd b. Najāh, al-Ahwal",Saîd al-Ahval,,b. Najāh,al-Ahwal,Sultān,Sultan,473,482,1081,1089,,,,Habeşli,Zebîd,(Süleyhî işgali),Jayyāsh,oğlu,İki saltanat (473-75 ve 479-82); Süleyhîler tarafından kovuldu,Selçuklu Çağı,Sünnî Şâfiî,8,2,Bilinmiyor,Arap Yarımadası,Karışık/Bilinmeyen,Gulâm/Köle Hanedanı,14.2,43.32,11,Hayır,Hayır,Babadan Oğula
44-003,44,Necâhîler,,Fātik III b. Muhammad,Fâtik III,,b. Muhammad,,Sultān,Sultan,531,c. 553,1137,c. 1158,,,,Habeşli,Zebîd,Fātik II,— (Mehdîler),,Son Necâhî; Zeydî İmam tarafından devrildi; Mehdîler Zebîd'i aldı (554/1159),Selçuklu Çağı,Sünnî Şâfiî,21,3,Bilinmiyor,Arap Yarımadası,Karışık/Bilinmeyen,Gulâm/Köle Hanedanı,14.2,43.32,12,Hayır,Evet,
45-001,45,Süleyhîler,,"'Alī b. Muhammad al-Sulayhi, Abū Kāmil al-Dā'ī",Ali b. Muhammed es-Süleyhî,Abū Kāmil,b. Muhammad,al-Dā'ī,Sultān,Sultan,439,459,1047,1067,,,,Hemdân,San'a,—,Ahmad al-Mükerrem,—,Kurucu; Fâtımî dāʿīsi; San'a'yı Zeydî İmamlardan aldı; Hicaz'a sefer,Selçuklu Çağı,Şiî İsmâilî (Fâtımî),20,1,Bilinmiyor,Arap Yarımadası,Arap,Vasal Devlet,15.35,44.21,11,Evet,Hayır,Kurucu
45-002,45,Süleyhîler,,"Ahmad b. 'Alī, al-Mukarram",Ahmed el-Mükerrem,,b. 'Alī,al-Mukarram,Sultān,Sultan,459,484,1067,1091,,,,Hemdân,San'a/Dhū Cibla,Ali es-Süleyhî,(al-Seyyide Ervâ fiili),oğlu,En geniş topraklar; eşi al-Seyyide Ervâ fiili yönetici,Selçuklu Çağı,Şiî İsmâilî (Fâtımî),24,2,Bilinmiyor,Arap Yarımadası,Arap,Vasal Devlet,15.35,44.21,11,Hayır,Hayır,Babadan Oğula
45-003,45,Süleyhîler,,al-Sayyida Arwā bt. Ahmad,al-Seyyide Ervâ,,bt. Ahmad,,Melike,Melike (kadın hükümdar),492,532,1099,1138,532,1138,d.,Hemdân,Dhū Cibla,(al-Mansūr Saba'),— (Zürey'îler),,'İkinci Belkıs'; 92 yaşına kadar yaşadı; Fâtımî daveti yürüttü; görkemli saltanat,Selçuklu Çağı,Şiî İsmâilî (Fâtımî),39,3,Doğal Ölüm,Arap Yarımadası,Arap,Vasal Devlet,15.35,44.21,12,Hayır,Evet,
46-001,46,Zürey'îler,,Saba' b. Abī 'l-Su'ūd b. Zuray',Seba',,b. Abī 'l-Su'ūd,,Amīr,Emir,c. 532,533,c. 1138,1139,533,1139,d.,Cüşem/Benû Yâm,Aden,(çekişme dönemi),'Alī b. Saba',,Aden'de tek başına hükümdar,Selçuklu Çağı,Sünnî Şâfiî,1,1,Doğal Ölüm,Arap Yarımadası,Arap,Vasal Devlet,12.79,45.03,12,Evet,Hayır,Kurucu
46-002,46,Zürey'îler,,'Imrān b. Muhammad,İmrân,,b. Muhammad,,Amīr,Emir,c. 548,561,c. 1153,1166,561,1166,d.,Cüşem,Aden,Muhammad b. Saba',(Habeşli vezirler),,Son fiili Zürey'î emir; Habeşli köle vezirler naip oldu; 571/1175 Eyyûbî fethi,Selçuklu Çağı,Sünnî Şâfiî,13,2,Doğal Ölüm,Arap Yarımadası,Arap,Vasal Devlet,12.79,45.03,12,Hayır,Evet,
47-001,47,Yemen Hemdânîleri,1. Birinci Benû Hâtim,Hātim b. al-Ghashim al-Hamdānī,Hâtim b. al-Gaşîm,,b. al-Ghashim,,Amīr,Emir,492,502,1099,1109,,,,Hemdân,San'a,—,'Abdallāh,—,San'a'yı Süleyhîlerden devraldı,Selçuklu Çağı,Sünnî Şâfiî,10,1,Bilinmiyor,Arap Yarımadası,Arap,Kabile Konfederasyonu,15.35,44.21,12,Evet,Hayır,Kurucu
47-002,47,Yemen Hemdânîleri,3. İkinci Benû Hâtim,"Hātim b. Ahmad, Hamīd al-Dawla",Hamîdüddevle Hâtim,,b. Ahmad,Hamīd al-Dawla,Amīr,Emir,533,556,1139,1161,,,,Hemdân,San'a,(Benü'l-Kubeyb),'Alī b. Hātim,—,Hanedanın en büyük lideri; Zeydî İmam Ahmed'e karşı savundu,Selçuklu Çağı,Sünnî Şâfiî,22,2,Bilinmiyor,Arap Yarımadası,Arap,Kabile Konfederasyonu,15.35,44.21,12,Hayır,Hayır,
47-003,47,Yemen Hemdânîleri,3. İkinci Benû Hâtim,"'Alī b. Hātim, al-Wāhid",Ali el-Vâhid,,b. Hātim,al-Wāhid,Amīr,Emir,556,570,1161,1174,,,,Hemdân,San'a,Hâtim b. Ahmad,— (Eyyûbî fethi),oğlu,Son Hemdânî; 570/1174 Eyyûbî San'a fethi,Selçuklu Çağı,Sünnî Şâfiî,13,3,Bilinmiyor,Arap Yarımadası,Arap,Kabile Konfederasyonu,15.35,44.21,12,Hayır,Evet,Babadan Oğula
48-001,48,Mehdîler,,"'Alī b. Mahdī al-Ru'aynī, Abu 'l-Hasan",Ali b. Mehdî,Abu 'l-Hasan,,,Dāʿī / Amīr,Emir,531,554,1137,1159,,,,Ru'aynî/Himyerî,Tihâme → Zebîd,—,Mahdī,—,Çileci vaizden hanedan kurucusu; 554/1159 Zebîd'i aldı,Selçuklu Çağı,Sünnî Şâfiî,22,1,Bilinmiyor,Arap Yarımadası,Arap,Vasal Devlet,14.2,43.32,12,Evet,Hayır,Kurucu
48-002,48,Mehdîler,,'Abd al-Nabī b. 'Alī,Abdünnebî,,b. 'Alī,,Amīr,Emir,559,569,1163,1174,571,1176,k.,Ru'aynî,Zebîd,Mahdī b. 'Alī,— (Eyyûbî fethi),kardeşi,Son Mehdî; Eyyûbîler tarafından idam edildi (571/1176),Selçuklu Çağı,Sünnî Şâfiî,11,2,Öldürüldü,Arap Yarımadası,Arap,Vasal Devlet,14.2,43.32,12,Hayır,Evet,Kardeş
49-001,49,Resûlîler,,"al-Malik al-Mansūr 'Umar I b. 'Alī b. Rasūl, Nūr al-Dīn",Mansûr Ömer I,,b. 'Alī b. Rasūl,Nūr al-Dīn,al-Malik al-Mansūr / Sultān,Sultan,626,647,1229,1250,,,o,Oğuz Türk,Ta'iz,—,al-Muzaffar Yūsuf I,—,Kurucu; Eyyûbî vekili iken bağımsızlaştı; sikke bastı (o),Moğol Sonrası,Sünnî Şâfiî,21,1,Bilinmiyor,Arap Yarımadası,Türk,Merkezi İmparatorluk,13.58,44.02,13,Evet,Hayır,Kurucu
49-002,49,Resûlîler,,"al-Malik al-Muzaffar Yūsuf I b. 'Umar I, Shams al-Dīn",Muzaffer Yûsuf I,,b. 'Umar I,Shams al-Dīn,al-Malik al-Muzaffar / Sultān,Sultan,647,694,1250,1295,,,o,Oğuz Türk,Ta'iz,Mansûr Ömer I,al-Ashraf 'Umar II,oğlu,Sikke bastı (o); en parlak dönem; 45 yıl saltanat,Moğol Sonrası,Sünnî Şâfiî,45,2,Bilinmiyor,Arap Yarımadası,Türk,Merkezi İmparatorluk,13.58,44.02,13,Hayır,Hayır,Babadan Oğula
49-003,49,Resûlîler,,"al-Malik al-Mujāhid 'Alī b. Dāwūd, Sayf al-Dīn",Mücâhid Ali,,b. Dāwūd,Sayf al-Dīn,al-Malik al-Mujāhid / Sultān,Sultan,721,764,1321,1363,,,o,,Ta'iz,al-Mu'ayyad Dāwūd,al-Afdal al-'Abbās,oğlu,Sikke bastı (o),Moğol Sonrası,Sünnî Şâfiî,42,3,Bilinmiyor,Arap Yarımadası,Türk,Merkezi İmparatorluk,13.58,44.02,14,Hayır,Hayır,Babadan Oğula
49-004,49,Resûlîler,,al-Malik al-Ashraf Ismā'īl I b. al-'Abbās,Eşref İsmail I,,b. al-'Abbās,,al-Malik al-Ashraf / Sultān,Sultan,778,803,1377,1400,,,o,,Ta'iz,al-Afdal al-'Abbās,al-Nāsir Ahmad,oğlu,Sikke bastı (o),Moğol Sonrası,Sünnî Şâfiî,23,4,Bilinmiyor,Arap Yarımadası,Türk,Merkezi İmparatorluk,13.58,44.02,14,Hayır,Hayır,Babadan Oğula
49-005,49,Resûlîler,,"al-Malik al-Nāsir Ahmad b. Ismā'īl I, Salāh al-Dīn",Nâsır Ahmed,,b. Ismā'īl I,Salāh al-Dīn,al-Malik al-Nāsir / Sultān,Sultan,803,827,1400,1424,,,o,,Ta'iz,Eşref İsmail I,al-Mansūr 'Abdallāh,oğlu,Sikke bastı (o); son güçlü Resûlî; sonrasında çöküş,Moğol Sonrası,Sünnî Şâfiî,24,5,Bilinmiyor,Arap Yarımadası,Türk,Merkezi İmparatorluk,13.58,44.02,15,Hayır,Evet,Babadan Oğula
50-001,50,Tâhirîler,,"al-Malik al-Zāfir 'Āmir I b. Tāhir, Salāh al-Dīn",Zâfir Âmir I,,b. Tāhir,Salāh al-Dīn,al-Malik al-Zāfir / Sultān,Sultan,858,864,1454,1460,,,o,Yemenli Arap,Aden,—,'Alī b. Tāhir (ortak),—,Kurucu; kardeşiyle ortak yönetim; sikke bastı (o),Timurlu,Sünnî Şâfiî,6,1,Bilinmiyor,Arap Yarımadası,Arap,Vasal Devlet,13.8,44.12,15,Evet,Hayır,Kurucu
50-002,50,Tâhirîler,,"al-Malik al-Mansūr 'Abd al-Wahhāb b. Dāwūd b. Tāhir, Tāj al-Dīn",Mansûr Abdülvehhâb,,b. Dāwūd,Tāj al-Dīn,al-Malik al-Mansūr / Sultān,Sultan,883,894,1478,1489,,,o,Yemenli Arap,Aden/Zebîd,'Alī b. Tāhir,'Āmir II,,Sikke bastı (o),Timurlu,Sünnî Şâfiî,11,2,Bilinmiyor,Arap Yarımadası,Arap,Vasal Devlet,13.8,44.12,15,Hayır,Hayır,
50-003,50,Tâhirîler,,"al-Malik al-Zāfir 'Āmir II b. 'Abd al-Wahhāb, Salāh al-Dīn",Zâfir Âmir II,,b. 'Abd al-Wahhāb,Salāh al-Dīn,al-Malik al-Zāfir / Sultān,Sultan,894,923,1489,1517,,,o,Yemenli Arap,Aden,Mansûr Abdülvehhâb,— (Memlûk fethi),oğlu,Son Tâhirî sultanı; Memlûk/Osmanlı fethi; Aden'i Portekizlilere karşı savundu (919/1513); sikke bastı (o),Timurlu,Sünnî Şâfiî,28,3,Bilinmiyor,Arap Yarımadası,Arap,Vasal Devlet,13.8,44.12,16,Hayır,Evet,Babadan Oğula
51-001,51,Âl-i Cülandâ,,al-Julandā b. Mas'ūd b. Ja'far,al-Cülandā b. Mes'ûd,,b. Mas'ūd,,İmâm,İbâdî İmam,131,133,748,751,133,751,k.,Ezdî,Umân,—,(Abbâsî müdahalesi),—,Umân'da ilk İbâdî İmam; Abbâsî cezalandırma seferiyle öldürüldü (133/751),Emevî,Hâricî İbâdî,3,1,Öldürüldü,Arap Yarımadası,Arap,Teokratik Devlet,23.61,58.54,8,Evet,Evet,Kurucu
52-001,52,Mükremîler,,"al-Husayn b. Mukram, Abū Muhammad I",Ebû Muhammed Hüseyin,Abū Muhammad,b. Mukram,,Vali,Vali,c. 390,c. 415,c. 1000,c. 1024,,,,Arap,Suhâr / kıyı Umân,—,'Alī b. al-Husayn,—,Büveyhî vasalı; kıyı Umân valisi,Geç Abbâsî,Hâricî İbâdî,24,1,Bilinmiyor,Arap Yarımadası,Arap,Vasal Devlet,24.36,56.73,11,Evet,Hayır,Kurucu
52-002,52,Mükremîler,,"'Alī b. al-Husayn, Abu 'l-Qāsim Nāsir al-Dīn",Ali Nâsırüddîn,Abu 'l-Qāsim,b. al-Husayn,Nāsir al-Dīn,Vali,Vali,c. 415,428,c. 1024,1037,428,1037,d.,Arap,Suhâr,Ebû Muhammed Hüseyin,Abu 'l-Jaysh,oğlu,,Geç Abbâsî,Hâricî İbâdî,13,2,Doğal Ölüm,Arap Yarımadası,Arap,Vasal Devlet,24.36,56.73,11,Hayır,Hayır,Babadan Oğula
52-003,52,Mükremîler,,Abū Muhammad II b. 'Alī,Ebû Muhammed II,Abū Muhammad,b. 'Alī,,Vali,Vali,431,433,1040,1042,,,,Arap,Suhâr,Abu 'l-Jaysh,— (Büveyhî doğrudan yönetim),kardeşi,Son Mükremî; isyan etti; Büveyhî prens vali olarak atandı,Geç Abbâsî,Hâricî İbâdî,2,3,Bilinmiyor,Arap Yarımadası,Arap,Vasal Devlet,24.36,56.73,11,Hayır,Evet,Kardeş
53-001,53,Ya'rubîler,,Nāsir b. Murshid,Nâsir b. Mürşid,,b. Murshid,,İmâm,İmam,1034,1059,1625,1649,,,,Arap (İbâdî),al-Rustâk,—,Sultan I b. Sayf,—,Kurucu; Portekizlileri ve dış tehditleri bertaraf etti,Erken Modern,Hâricî İbâdî,24,1,Bilinmiyor,Arap Yarımadası,Arap,Teokratik Devlet,23.39,57.42,17,Evet,Hayır,Kurucu
53-002,53,Ya'rubîler,,Sultan I b. Sayf,Sultan I,,b. Sayf,,İmâm,İmam,1059,c. 1091,1649,c. 1680,,,,Arap,al-Rustâk,Nâsir b. Mürşid,(çeşitli),,Portekiz'i kıyılardan tamamen çıkardı,Erken Modern,Hâricî İbâdî,31,2,Bilinmiyor,Arap Yarımadası,Arap,Teokratik Devlet,23.39,57.42,17,Hayır,Hayır,
53-003,53,Ya'rubîler,,Sayf II b. Sultān II,Sayf II,,b. Sultān II,,İmâm,İmam,1131,1156,1719,1743,1156,1743,d.,Arap,al-Hazm,Sultān II,— (Âl Bû Saîd),oğlu,Küçük yaşta; Hinâvî-Gāfirî iç savaşı; İran müdahalesi; son Ya'rubî,Erken Modern,Hâricî İbâdî,24,3,Doğal Ölüm,Arap Yarımadası,Arap,Teokratik Devlet,23.39,57.42,18,Hayır,Evet,Babadan Oğula
54-001,54,Âl Bû Saîd,1. Birleşik sultanlık,Ahmad b. Sa'īd,Ahmed b. Saîd,,b. Sa'īd,,İmâm,İmam,c. 1167,1198,c. 1754,1783,,,,Arap (İbâdî),Suhâr → Maskat,—,Sa'īd,—,Kurucu; İbâdî ulema tarafından İmam seçildi,Sömürge,Hâricî İbâdî,29,1,Bilinmiyor,Arap Yarımadası,Arap,Merkezi İmparatorluk,23.61,58.54,18,Evet,Hayır,Kurucu
54-002,54,Âl Bû Saîd,1. Birleşik sultanlık,Sa'īd b. Sultān,Saîd b. Sultan,,b. Sultān,,Seyyid / Sultān,Sultan,1220,1273,1806,1856,1273,1856,d.,Arap,Maskat/Zengibar,(Salīm b. Sultān ile ortak),(ikiye bölünme),,Uzun saltanat; Zengibar'a yerleşti (1242/1827); Doğu Afrika hakimiyeti; ölümünde sultanlık ikiye bölündü,Sömürge,Hâricî İbâdî,50,2,Doğal Ölüm,Arap Yarımadası,Arap,Merkezi İmparatorluk,23.61,58.54,19,Hayır,Hayır,
54-003,54,Âl Bû Saîd,2. Umân sultanlığı,Sa'īd b. Taymūr,Saîd b. Taymûr,,b. Taymūr,,Sultān,Sultan,1350,1390,1932,1970,,,,Arap,Maskat,Taymūr b. Faysal,Qābūs,oğlu,Muhafazakâr ve kapalı yönetim; oğlu tarafından devrildi,Sömürge,Hâricî İbâdî,38,3,Bilinmiyor,Arap Yarımadası,Arap,Merkezi İmparatorluk,23.61,58.54,20,Hayır,Hayır,Babadan Oğula
54-004,54,Âl Bû Saîd,2. Umân sultanlığı,Qābūs b. Sa'īd,Kâbûs b. Saîd,,b. Sa'īd,,Sultān,Sultan,1390,,1970,(devam),,,,Arap,Maskat,Saîd b. Taymûr,—,oğlu,Modernleşme; Umân'ı dünyaya açtı; petrol geliri,Sömürge,Hâricî İbâdî,56,4,Bilinmiyor,Arap Yarımadası,Arap,Merkezi İmparatorluk,23.61,58.54,20,Hayır,Evet,Babadan Oğula
55-001,55,Âl Suûd,1. Birinci devlet,Muhammad b. Su'ūd,Muhammed b. Suûd,,b. Su'ūd,,Amīr,Emir,1148,1179,1735,1765,,,,Aneze,Dir'iyye,—,'Abd al-'Azīz I,—,Kurucu; İbn Abdülvehhâb ile ittifak,Sömürge,Sünnî Hanbelî,30,1,Bilinmiyor,Arap Yarımadası,Arap,Merkezi İmparatorluk,24.63,46.72,18,Evet,Hayır,Kurucu
55-002,55,Âl Suûd,1. Birinci devlet,Su'ūd I b. 'Abd al-'Azīz,Suûd I,,b. 'Abd al-'Azīz,,Amīr / İmâm,Emir,1218,1229,1803,1814,,,,Aneze,Dir'iyye,'Abd al-'Azīz I,'Abdallāh I,oğlu,Zirve; Mekke ve Medine'yi ele geçirdi; Kerbela baskını (1218/1803),Sömürge,Sünnî Hanbelî,11,2,Bilinmiyor,Arap Yarımadası,Arap,Merkezi İmparatorluk,24.63,46.72,19,Hayır,Hayır,Babadan Oğula
55-003,55,Âl Suûd,1. Birinci devlet,'Abdallāh I b. Su'ūd I,Abdullah I,,b. Su'ūd I,,Amīr,Emir,1229,1233,1814,1818,1234,1819,k. (İstanbul'da idam),Aneze,Dir'iyye,Suûd I,— (1. devlet sonu),oğlu,Son 1. devlet emiri; İbrâhîm Paşa Dir'iyye'yi yıktı; İstanbul'da idam edildi,Sömürge,Sünnî Hanbelî,4,3,İdam,Arap Yarımadası,Arap,Merkezi İmparatorluk,24.63,46.72,19,Hayır,Hayır,Babadan Oğula
55-004,55,Âl Suûd,2. İkinci devlet,"Faysal I b. Turkī, second reign",Faysal I (2.),,b. Turkī,,Amīr / İmâm,Emir,1259,1282,1843,1865,,,,Aneze,Riyad,(Mısır esaretinden kaçış),(oğullar),,2. devletin zirvesi; al-Ahsā'yı kontrol etti,Sömürge,Sünnî Hanbelî,22,4,Bilinmiyor,Arap Yarımadası,Arap,Merkezi İmparatorluk,24.63,46.72,19,Hayır,Hayır,
55-005,55,Âl Suûd,3. Üçüncü devlet,'Abd al-'Azīz II b. 'Abd al-Rahmān (İbn Suûd),Abdülazîz (İbn Suûd),,b. 'Abd al-Rahmān,,Amīr → Kral,Kral,1319,1373,1902,1953,1373,1953,d.,Aneze,Riyad,(Âl Reşîd'den geri aldı),Su'ūd III,—,Modern Suudi Arabistan'ın kurucusu; Riyad'ı geri aldı (1319/1902); Hicaz'ı fethetti (1344/1926); Kral (1350/1932); petrol,Sömürge,Sünnî Hanbelî,51,5,Doğal Ölüm,Arap Yarımadası,Arap,Merkezi İmparatorluk,24.63,46.72,20,Hayır,Hayır,
55-006,55,Âl Suûd,3. Üçüncü devlet,Faysal II b. 'Abd al-'Azīz,Kral Faysal,,b. 'Abd al-'Azīz,,Kral,Kral,1384,1395,1964,1975,1395,1975,k. (suikast),Aneze,Riyad,Su'ūd III,Khālid,kardeşi,Modernleşme; petrol ambargosu (1973); suikastle öldürüldü,Sömürge,Sünnî Hanbelî,11,6,Suikast,Arap Yarımadası,Arap,Merkezi İmparatorluk,24.63,46.72,20,Hayır,Hayır,Kardeş
55-007,55,Âl Suûd,3. Üçüncü devlet,Fahd b. 'Abd al-'Azīz,Kral Fahd,,b. 'Abd al-'Azīz,,Kral,Kral,1401,,1982,(devam),,,,Aneze,Riyad,Khālid,—,kardeşi,Bosworth'taki son kayıtlı kral,Sömürge,Sünnî Hanbelî,44,7,Bilinmiyor,Arap Yarımadası,Arap,Merkezi İmparatorluk,24.63,46.72,21,Hayır,Evet,Kardeş
56-001,56,Mekke Hâşimî Şerifleri,1. Hicaz ana kolu,Husayn b. 'Alī,Şerif Hüseyin,,b. 'Alī,,Şerif → Kral,Şerif/Kral,1326,1343,1908,1925,1350,1931,d.,Hâşimî Şerif,Mekke/Hicaz,'Alī b. 'Abdallāh,'Alī b. Husayn,,1916 Arap İsyanı; Hicaz Kralı; 1924 hilafet iddiası başarısız; Suudi istilası,Modern,Sünnî Mâlikî,17,1,Doğal Ölüm,Irak/Cezîre,Arap,Şehir Devleti,21.43,39.83,20,Evet,Hayır,Kurucu
56-002,56,Mekke Hâşimî Şerifleri,2b. Irak kolu,Faysal I b. Husayn,Kral Faysal I (Irak),,b. Husayn,,Kral,Kral,1340,1352,1921,1933,,,,Hâşimî Şerif,Bağdat,—,Gāzī,—,"Önce Suriye Kralı (1920, kısa); İngiliz desteğiyle Irak Kralı (1921)",Modern,Sünnî Mâlikî,12,2,Bilinmiyor,Irak/Cezîre,Arap,Şehir Devleti,21.43,39.83,20,Hayır,Hayır,
56-003,56,Mekke Hâşimî Şerifleri,2b. Irak kolu,Faysal II b. Ghāzī,Kral Faysal II (Irak),,b. Ghāzī,,Kral,Kral,1358,1377,1939,1958,1377,1958,k.,Hâşimî Şerif,Bağdat,Gāzī,— (Cumhuriyet),oğlu,Son Irak kralı; 1958 askeri darbesinde öldürüldü,Modern,Sünnî Mâlikî,19,3,Öldürüldü,Irak/Cezîre,Arap,Şehir Devleti,21.43,39.83,20,Hayır,Hayır,Babadan Oğula
56-004,56,Mekke Hâşimî Şerifleri,2c. Ürdün kolu,'Abdallāh b. Husayn,Kral Abdullah I (Ürdün),,b. Husayn,,Amīr → Kral,Kral,1339,1370,1921,1951,1370,1951,k.,Hâşimî Şerif,Amman,—,Talal,—,Ürdün Emiri (1921); Kral (1365/1946); suikastle öldürüldü (1951),Modern,Sünnî Mâlikî,30,4,Öldürüldü,Irak/Cezîre,Arap,Şehir Devleti,21.43,39.83,20,Hayır,Hayır,
56-005,56,Mekke Hâşimî Şerifleri,2c. Ürdün kolu,Husayn b. Talāl,Kral Hüseyin (Ürdün),,b. Talāl,,Kral,Kral,1371,,1952,(devam),,,,Hâşimî Şerif,Amman,Talal,—,oğlu,Uzun saltanat; Orta Doğu siyasetinin büyük aktörü; Bosworth'taki son kayıt,Modern,Sünnî Mâlikî,74,5,Bilinmiyor,Irak/Cezîre,Arap,Şehir Devleti,21.43,39.83,20,Hayır,Evet,Babadan Oğula
57-001,57,Âl Reşîd,,'Abdallāh b. 'Alī b. Rashīd,Abdullah b. Ali,,b. 'Alī b. Rashīd,,Amīr,Emir,1252,1264,1836,1848,,,,Şemmer ('Abda),Ha'il,—,Talāl,—,Kurucu; Suudi desteğiyle iktidara geldi,Sömürge,Sünnî Hanbelî,12,1,Bilinmiyor,Arap Yarımadası,Arap,Kabile Konfederasyonu,27.52,41.69,19,Evet,Hayır,Kurucu
57-002,57,Âl Reşîd,,Talāl b. 'Abdallāh,Talâl,,b. 'Abdallāh,,Amīr,Emir,1264,1285,1848,1868,,,,Şemmer,Ha'il,Abdullah,Mut'ab I,oğlu,Refah dönemi; kervan ticareti,Sömürge,Sünnî Hanbelî,20,2,Bilinmiyor,Arap Yarımadası,Arap,Kabile Konfederasyonu,27.52,41.69,19,Hayır,Hayır,Babadan Oğula
57-003,57,Âl Reşîd,,Muhammad b. 'Abdallāh,Muhammed b. Abdullah,,b. 'Abdallāh,,Amīr,Emir,1286,1315,1869,1897,,,,Şemmer,Ha'il / Necd,Bandār,'Abd al-'Azīz b. Mut'ab,,En güçlü Reşîdî; Riyad'ı Suudilerden aldı (1309/1891); İbn Suûd'u Kuveyt'e sürdü,Sömürge,Sünnî Hanbelî,28,3,Bilinmiyor,Arap Yarımadası,Arap,Kabile Konfederasyonu,27.52,41.69,19,Hayır,Hayır,
57-004,57,Âl Reşîd,,'Abd al-'Azīz b. Mut'ab,Abdülazîz b. Mut'ab,,b. Mut'ab,,Amīr,Emir,1315,1324,1897,1906,1324,1906,k.,Şemmer,Ha'il,Muhammed b. Abdullah,Mut'ab II,,Suikastle öldürüldü,Sömürge,Sünnî Hanbelî,9,4,Öldürüldü,Arap Yarımadası,Arap,Kabile Konfederasyonu,27.52,41.69,20,Hayır,Hayır,
57-005,57,Âl Reşîd,,Muhammad b. Talāl,Muhammed b. Talâl,,b. Talāl,,Amīr,Emir,1339,1340,1921,1921,,,,Şemmer,Ha'il,'Abdallāh b. Mut'ab II,— (Suudi fethi),,Son Reşîdî; İbn Suûd Ha'il'i fethetti (1340/1921),Sömürge,Sünnî Hanbelî,0,5,Bilinmiyor,Arap Yarımadası,Arap,Kabile Konfederasyonu,27.52,41.69,20,Hayır,Evet,
58-001,58,Mali Keita Kralları,,"Mari Sun Dyāta (Mari Jāta) I, son of Nare fa Maghan",Sun Dyata (Mari Jata I),,b. Nare fa Maghan,,Mansa,Mansa,627,653,1230,1255,,,,Keita (Malinke),Yukarı Nijer,—,Mansa Uli,—,Kurucu; Soso'yu yendi; Malinkelerin başı; Mansa unvanı,Timurlu,Sünnî Mâlikî,25,1,Bilinmiyor,Doğu/Batı Afrika,Karışık/Bilinmeyen,Merkezi İmparatorluk,11.4,-8.7,13,Evet,Hayır,Kurucu
